year,local_day,LOCAL_HOUR_END,tot_solar_mwh,_FREQ_
2018,2-Jul-18,23,,
2018,2-Jul-18,24,,
2018,3-Jul-18,1,,
2018,3-Jul-18,2,,
2018,3-Jul-18,3,,
2018,3-Jul-18,4,,
2018,3-Jul-18,5,0.069,5
2018,3-Jul-18,6,3.212,441
2018,3-Jul-18,7,47.243,677
2018,3-Jul-18,8,158.557,776
2018,3-Jul-18,9,336.336,864
2018,3-Jul-18,10,526.239,919
2018,3-Jul-18,11,648.611,936
2018,3-Jul-18,12,728.289,944
2018,3-Jul-18,13,739.384,948
2018,3-Jul-18,14,703.521,936
2018,3-Jul-18,15,626.902,925
2018,3-Jul-18,16,532.71,912
2018,3-Jul-18,17,351.32,868
2018,3-Jul-18,18,227.816,836
2018,3-Jul-18,19,108.196,758
2018,3-Jul-18,20,32.981,663
2018,3-Jul-18,21,1.988,303
2018,3-Jul-18,22,,
2018,3-Jul-18,23,,
2018,3-Jul-18,24,,
2018,4-Jul-18,1,,
2018,4-Jul-18,2,,
2018,4-Jul-18,3,,
2018,4-Jul-18,4,,
2018,4-Jul-18,5,0.06,5
2018,4-Jul-18,6,3.773,463
2018,4-Jul-18,7,51.458,726
2018,4-Jul-18,8,177.866,883
2018,4-Jul-18,9,374.661,961
2018,4-Jul-18,10,554.897,998
2018,4-Jul-18,11,681.028,1002
2018,4-Jul-18,12,744.751,1008
2018,4-Jul-18,13,765.378,1005
2018,4-Jul-18,14,760.18,1000
2018,4-Jul-18,15,713.576,996
2018,4-Jul-18,16,626.468,989
2018,4-Jul-18,17,496.52,972
2018,4-Jul-18,18,312.729,924
2018,4-Jul-18,19,123.417,814
2018,4-Jul-18,20,26.289,670
2018,4-Jul-18,21,0.539,140
2018,4-Jul-18,22,,
2018,4-Jul-18,23,,
2018,4-Jul-18,24,,
2018,5-Jul-18,1,,
2018,5-Jul-18,2,,
2018,5-Jul-18,3,,
2018,5-Jul-18,4,,
2018,5-Jul-18,5,0.059,5
2018,5-Jul-18,6,2.038,339
2018,5-Jul-18,7,43.921,680
2018,5-Jul-18,8,161.398,767
2018,5-Jul-18,9,348.952,869
2018,5-Jul-18,10,523.075,916
2018,5-Jul-18,11,634.56,931
2018,5-Jul-18,12,678.726,933
2018,5-Jul-18,13,674.256,936
2018,5-Jul-18,14,658.865,936
2018,5-Jul-18,15,636.71,929
2018,5-Jul-18,16,569.916,929
2018,5-Jul-18,17,453.223,911
2018,5-Jul-18,18,300.677,858
2018,5-Jul-18,19,121.774,765
2018,5-Jul-18,20,26.459,656
2018,5-Jul-18,21,0.318,79
2018,5-Jul-18,22,,
2018,5-Jul-18,23,,
2018,5-Jul-18,24,,
2018,6-Jul-18,1,,
2018,6-Jul-18,2,,
2018,6-Jul-18,3,,
2018,6-Jul-18,4,,
2018,6-Jul-18,5,0.074,5
2018,6-Jul-18,6,1.792,279
2018,6-Jul-18,7,30.15,629
2018,6-Jul-18,8,94.419,686
2018,6-Jul-18,9,146.652,741
2018,6-Jul-18,10,169.496,746
2018,6-Jul-18,11,159.065,743
2018,6-Jul-18,12,150.486,717
2018,6-Jul-18,13,216.552,721
2018,6-Jul-18,14,361.973,828
2018,6-Jul-18,15,414.906,896
2018,6-Jul-18,16,372.867,893
2018,6-Jul-18,17,316.757,869
2018,6-Jul-18,18,232.593,837
2018,6-Jul-18,19,123.295,764
2018,6-Jul-18,20,38.584,679
2018,6-Jul-18,21,1.355,283
2018,6-Jul-18,22,,
2018,6-Jul-18,23,,
2018,6-Jul-18,24,,
2018,7-Jul-18,1,,
2018,7-Jul-18,2,,
2018,7-Jul-18,3,,
2018,7-Jul-18,4,,
2018,7-Jul-18,5,0.052,5
2018,7-Jul-18,6,2.916,436
2018,7-Jul-18,7,42.235,742
2018,7-Jul-18,8,202.491,926
2018,7-Jul-18,9,434.705,989
2018,7-Jul-18,10,633.385,1012
2018,7-Jul-18,11,758.563,1031
2018,7-Jul-18,12,809.381,1034
2018,7-Jul-18,13,825.499,1038
2018,7-Jul-18,14,817.148,1033
2018,7-Jul-18,15,783.477,1029
2018,7-Jul-18,16,704.882,1017
2018,7-Jul-18,17,554.42,1001
2018,7-Jul-18,18,347.745,960
2018,7-Jul-18,19,133.478,855
2018,7-Jul-18,20,23.545,686
2018,7-Jul-18,21,0.439,118
2018,7-Jul-18,22,,
2018,7-Jul-18,23,,
2018,7-Jul-18,24,,
2018,8-Jul-18,1,,
2018,8-Jul-18,2,,
2018,8-Jul-18,3,,
2018,8-Jul-18,4,,
2018,8-Jul-18,5,0.053,5
2018,8-Jul-18,6,2.958,445
2018,8-Jul-18,7,42.954,770
2018,8-Jul-18,8,200.159,943
2018,8-Jul-18,9,425.194,1001
2018,8-Jul-18,10,609.281,1017
2018,8-Jul-18,11,731.432,1028
2018,8-Jul-18,12,791.822,1035
2018,8-Jul-18,13,809.797,1033
2018,8-Jul-18,14,804.581,1027
2018,8-Jul-18,15,769.232,1019
2018,8-Jul-18,16,678.326,1007
2018,8-Jul-18,17,529.8,987
2018,8-Jul-18,18,337.211,950
2018,8-Jul-18,19,138.03,841
2018,8-Jul-18,20,27.885,678
2018,8-Jul-18,21,0.444,117
2018,8-Jul-18,22,,
2018,8-Jul-18,23,,
2018,8-Jul-18,24,,
2018,9-Jul-18,1,,
2018,9-Jul-18,2,,
2018,9-Jul-18,3,,
2018,9-Jul-18,4,,
2018,9-Jul-18,5,0.061,5
2018,9-Jul-18,6,2.564,421
2018,9-Jul-18,7,41.49,691
2018,9-Jul-18,8,176.898,821
2018,9-Jul-18,9,387.122,904
2018,9-Jul-18,10,567.673,938
2018,9-Jul-18,11,699.143,951
2018,9-Jul-18,12,760.118,961
2018,9-Jul-18,13,782.988,962
2018,9-Jul-18,14,782.048,959
2018,9-Jul-18,15,751.812,956
2018,9-Jul-18,16,668.58,950
2018,9-Jul-18,17,523.08,929
2018,9-Jul-18,18,329.34,880
2018,9-Jul-18,19,126.13,789
2018,9-Jul-18,20,21.866,656
2018,9-Jul-18,21,0.394,98
2018,9-Jul-18,22,,
2018,9-Jul-18,23,,
2018,9-Jul-18,24,,
2018,10-Jul-18,1,,
2018,10-Jul-18,2,,
2018,10-Jul-18,3,,
2018,10-Jul-18,4,,
2018,10-Jul-18,5,0.056,5
2018,10-Jul-18,6,2.471,406
2018,10-Jul-18,7,39.484,694
2018,10-Jul-18,8,178.653,812
2018,10-Jul-18,9,382.555,881
2018,10-Jul-18,10,551.857,926
2018,10-Jul-18,11,672.318,940
2018,10-Jul-18,12,739.352,951
2018,10-Jul-18,13,764.495,958
2018,10-Jul-18,14,762.924,949
2018,10-Jul-18,15,725.336,945
2018,10-Jul-18,16,634.55,939
2018,10-Jul-18,17,459.197,898
2018,10-Jul-18,18,258.32,833
2018,10-Jul-18,19,97.407,728
2018,10-Jul-18,20,19.413,634
2018,10-Jul-18,21,0.323,58
2018,10-Jul-18,22,,
2018,10-Jul-18,23,,
2018,10-Jul-18,24,,
2018,11-Jul-18,1,,
2018,11-Jul-18,2,,
2018,11-Jul-18,3,,
2018,11-Jul-18,4,,
2018,11-Jul-18,5,0.056,5
2018,11-Jul-18,6,1.818,312
2018,11-Jul-18,7,40.432,666
2018,11-Jul-18,8,143.981,764
2018,11-Jul-18,9,315.989,854
2018,11-Jul-18,10,485.699,919
2018,11-Jul-18,11,588.729,938
2018,11-Jul-18,12,645.911,956
2018,11-Jul-18,13,618.178,947
2018,11-Jul-18,14,643.098,947
2018,11-Jul-18,15,593.472,942
2018,11-Jul-18,16,544.778,936
2018,11-Jul-18,17,405.487,900
2018,11-Jul-18,18,257.209,870
2018,11-Jul-18,19,122.127,790
2018,11-Jul-18,20,28.063,659
2018,11-Jul-18,21,0.397,105
2018,11-Jul-18,22,,
2018,11-Jul-18,23,,
2018,11-Jul-18,24,,
2018,12-Jul-18,1,,
2018,12-Jul-18,2,,
2018,12-Jul-18,3,,
2018,12-Jul-18,4,,
2018,12-Jul-18,5,0.224,6
2018,12-Jul-18,6,2.877,433
2018,12-Jul-18,7,40.882,697
2018,12-Jul-18,8,183.585,826
2018,12-Jul-18,9,398.753,909
2018,12-Jul-18,10,585.305,957
2018,12-Jul-18,11,715.927,964
2018,12-Jul-18,12,772.837,973
2018,12-Jul-18,13,787.079,976
2018,12-Jul-18,14,749.728,970
2018,12-Jul-18,15,691.408,968
2018,12-Jul-18,16,589.498,965
2018,12-Jul-18,17,441.269,930
2018,12-Jul-18,18,291.506,883
2018,12-Jul-18,19,127.494,797
2018,12-Jul-18,20,25.817,670
2018,12-Jul-18,21,0.53,100
2018,12-Jul-18,22,,
2018,12-Jul-18,23,,
2018,12-Jul-18,24,,
2018,13-Jul-18,1,,
2018,13-Jul-18,2,,
2018,13-Jul-18,3,,
2018,13-Jul-18,4,,
2018,13-Jul-18,5,0.223,6
2018,13-Jul-18,6,2.376,387
2018,13-Jul-18,7,44.297,696
2018,13-Jul-18,8,158.706,817
2018,13-Jul-18,9,319.557,876
2018,13-Jul-18,10,525.609,944
2018,13-Jul-18,11,690.458,966
2018,13-Jul-18,12,760.39,977
2018,13-Jul-18,13,751.269,970
2018,13-Jul-18,14,710.842,962
2018,13-Jul-18,15,653.256,951
2018,13-Jul-18,16,579.367,951
2018,13-Jul-18,17,439.615,915
2018,13-Jul-18,18,275.78,885
2018,13-Jul-18,19,119.841,795
2018,13-Jul-18,20,27.453,671
2018,13-Jul-18,21,0.385,52
2018,13-Jul-18,22,,
2018,13-Jul-18,23,,
2018,13-Jul-18,24,,
2018,14-Jul-18,1,,
2018,14-Jul-18,2,,
2018,14-Jul-18,3,,
2018,14-Jul-18,4,,
2018,14-Jul-18,5,0.223,6
2018,14-Jul-18,6,2.944,422
2018,14-Jul-18,7,51.412,731
2018,14-Jul-18,8,161.24,875
2018,14-Jul-18,9,307.233,954
2018,14-Jul-18,10,417.805,983
2018,14-Jul-18,11,513.324,990
2018,14-Jul-18,12,545.982,1000
2018,14-Jul-18,13,607.962,1014
2018,14-Jul-18,14,611.08,1017
2018,14-Jul-18,15,560.415,997
2018,14-Jul-18,16,447.033,984
2018,14-Jul-18,17,290.657,947
2018,14-Jul-18,18,169.26,864
2018,14-Jul-18,19,78.16,761
2018,14-Jul-18,20,22.123,639
2018,14-Jul-18,21,0.261,24
2018,14-Jul-18,22,,
2018,14-Jul-18,23,,
2018,14-Jul-18,24,,
2018,15-Jul-18,1,,
2018,15-Jul-18,2,,
2018,15-Jul-18,3,,
2018,15-Jul-18,4,,
2018,15-Jul-18,5,0.504,7
2018,15-Jul-18,6,1.086,107
2018,15-Jul-18,7,22.132,625
2018,15-Jul-18,8,82.38,773
2018,15-Jul-18,9,229.361,921
2018,15-Jul-18,10,411.989,976
2018,15-Jul-18,11,561.19,994
2018,15-Jul-18,12,624.46,1010
2018,15-Jul-18,13,652.252,1013
2018,15-Jul-18,14,654.287,1015
2018,15-Jul-18,15,617.858,1011
2018,15-Jul-18,16,545.295,997
2018,15-Jul-18,17,419.213,961
2018,15-Jul-18,18,272.9,909
2018,15-Jul-18,19,117.871,792
2018,15-Jul-18,20,29.855,664
2018,15-Jul-18,21,0.738,76
2018,15-Jul-18,22,,
2018,15-Jul-18,23,,
2018,15-Jul-18,24,,
2018,16-Jul-18,1,,
2018,16-Jul-18,2,,
2018,16-Jul-18,3,,
2018,16-Jul-18,4,,
2018,16-Jul-18,5,0.502,7
2018,16-Jul-18,6,2.196,335
2018,16-Jul-18,7,43.617,663
2018,16-Jul-18,8,147.761,733
2018,16-Jul-18,9,310.094,816
2018,16-Jul-18,10,486.025,882
2018,16-Jul-18,11,619.846,930
2018,16-Jul-18,12,652.803,938
2018,16-Jul-18,13,652.177,944
2018,16-Jul-18,14,628.361,924
2018,16-Jul-18,15,612.529,918
2018,16-Jul-18,16,561.081,920
2018,16-Jul-18,17,426.249,894
2018,16-Jul-18,18,271.064,855
2018,16-Jul-18,19,113.416,752
2018,16-Jul-18,20,23.762,647
2018,16-Jul-18,21,0.611,29
2018,16-Jul-18,22,,
2018,16-Jul-18,23,,
2018,16-Jul-18,24,,
2018,17-Jul-18,1,,
2018,17-Jul-18,2,,
2018,17-Jul-18,3,,
2018,17-Jul-18,4,,
2018,17-Jul-18,5,0.508,7
2018,17-Jul-18,6,2.229,325
2018,17-Jul-18,7,44.371,670
2018,17-Jul-18,8,136.155,738
2018,17-Jul-18,9,293.381,837
2018,17-Jul-18,10,429.635,884
2018,17-Jul-18,11,480.088,889
2018,17-Jul-18,12,499.848,895
2018,17-Jul-18,13,466.278,852
2018,17-Jul-18,14,328.995,771
2018,17-Jul-18,15,225.331,699
2018,17-Jul-18,16,149.369,584
2018,17-Jul-18,17,76.911,416
2018,17-Jul-18,18,33.302,376
2018,17-Jul-18,19,11.788,365
2018,17-Jul-18,20,3.176,200
2018,17-Jul-18,21,0.565,28
2018,17-Jul-18,22,,
2018,17-Jul-18,23,,
2018,17-Jul-18,24,,
2018,18-Jul-18,1,,
2018,18-Jul-18,2,,
2018,18-Jul-18,3,,
2018,18-Jul-18,4,,
2018,18-Jul-18,5,0.503,7
2018,18-Jul-18,6,1.102,152
2018,18-Jul-18,7,34.221,645
2018,18-Jul-18,8,137.718,746
2018,18-Jul-18,9,319.811,859
2018,18-Jul-18,10,523.167,921
2018,18-Jul-18,11,686.112,953
2018,18-Jul-18,12,770.64,965
2018,18-Jul-18,13,792.321,978
2018,18-Jul-18,14,785.05,970
2018,18-Jul-18,15,752.873,969
2018,18-Jul-18,16,679.492,958
2018,18-Jul-18,17,530.969,939
2018,18-Jul-18,18,326.912,893
2018,18-Jul-18,19,128.38,796
2018,18-Jul-18,20,22.941,663
2018,18-Jul-18,21,0.645,44
2018,18-Jul-18,22,,
2018,18-Jul-18,23,,
2018,18-Jul-18,24,,
2018,19-Jul-18,1,,
2018,19-Jul-18,2,,
2018,19-Jul-18,3,,
2018,19-Jul-18,4,,
2018,19-Jul-18,5,0.502,8
2018,19-Jul-18,6,1.906,304
2018,19-Jul-18,7,36.448,700
2018,19-Jul-18,8,184.783,836
2018,19-Jul-18,9,415.067,923
2018,19-Jul-18,10,607.872,962
2018,19-Jul-18,11,736.098,975
2018,19-Jul-18,12,796.342,989
2018,19-Jul-18,13,816.189,990
2018,19-Jul-18,14,809.123,987
2018,19-Jul-18,15,778.853,985
2018,19-Jul-18,16,696.708,971
2018,19-Jul-18,17,545.543,952
2018,19-Jul-18,18,340.33,909
2018,19-Jul-18,19,126.435,801
2018,19-Jul-18,20,19.853,657
2018,19-Jul-18,21,0.636,41
2018,19-Jul-18,22,,
2018,19-Jul-18,23,,
2018,19-Jul-18,24,,
2018,20-Jul-18,1,,
2018,20-Jul-18,2,,
2018,20-Jul-18,3,,
2018,20-Jul-18,4,,
2018,20-Jul-18,5,0.501,7
2018,20-Jul-18,6,1.745,279
2018,20-Jul-18,7,35.171,693
2018,20-Jul-18,8,179.228,831
2018,20-Jul-18,9,405.591,917
2018,20-Jul-18,10,593.437,958
2018,20-Jul-18,11,716.654,972
2018,20-Jul-18,12,783.033,984
2018,20-Jul-18,13,805.974,988
2018,20-Jul-18,14,792.464,992
2018,20-Jul-18,15,762.264,981
2018,20-Jul-18,16,672.693,973
2018,20-Jul-18,17,516.485,957
2018,20-Jul-18,18,322.881,914
2018,20-Jul-18,19,124.589,802
2018,20-Jul-18,20,21.334,669
2018,20-Jul-18,21,0.608,37
2018,20-Jul-18,22,,
2018,20-Jul-18,23,,
2018,20-Jul-18,24,,
2018,21-Jul-18,1,,
2018,21-Jul-18,2,,
2018,21-Jul-18,3,,
2018,21-Jul-18,4,,
2018,21-Jul-18,5,,
2018,21-Jul-18,6,2.614,380
2018,21-Jul-18,7,47.415,740
2018,21-Jul-18,8,186.964,924
2018,21-Jul-18,9,397.281,994
2018,21-Jul-18,10,579.663,1025
2018,21-Jul-18,11,706.443,1039
2018,21-Jul-18,12,777.855,1045
2018,21-Jul-18,13,797.711,1051
2018,21-Jul-18,14,788.125,1045
2018,21-Jul-18,15,776.347,1040
2018,21-Jul-18,16,653.527,1022
2018,21-Jul-18,17,455.254,998
2018,21-Jul-18,18,272.1,938
2018,21-Jul-18,19,127.503,850
2018,21-Jul-18,20,32.019,692
2018,21-Jul-18,21,0.579,39
2018,21-Jul-18,22,,
2018,21-Jul-18,23,,
2018,21-Jul-18,24,,
2018,22-Jul-18,1,,
2018,22-Jul-18,2,,
2018,22-Jul-18,3,,
2018,22-Jul-18,4,,
2018,22-Jul-18,5,,
2018,22-Jul-18,6,0.647,17
2018,22-Jul-18,7,7.333,441
2018,22-Jul-18,8,30.463,637
2018,22-Jul-18,9,69.28,725
2018,22-Jul-18,10,130.353,793
2018,22-Jul-18,11,196.824,843
2018,22-Jul-18,12,292.373,905
2018,22-Jul-18,13,333.02,948
2018,22-Jul-18,14,395.221,978
2018,22-Jul-18,15,426.349,985
2018,22-Jul-18,16,360.173,975
2018,22-Jul-18,17,286.577,945
2018,22-Jul-18,18,170.773,882
2018,22-Jul-18,19,75.26,774
2018,22-Jul-18,20,13.962,594
2018,22-Jul-18,21,0.578,25
2018,22-Jul-18,22,,
2018,22-Jul-18,23,,
2018,22-Jul-18,24,,
2018,23-Jul-18,1,,
2018,23-Jul-18,2,,
2018,23-Jul-18,3,,
2018,23-Jul-18,4,,
2018,23-Jul-18,5,,
2018,23-Jul-18,6,1.13,143
2018,23-Jul-18,7,22.355,574
2018,23-Jul-18,8,70.232,670
2018,23-Jul-18,9,134.464,711
2018,23-Jul-18,10,216.923,750
2018,23-Jul-18,11,357.729,823
2018,23-Jul-18,12,455.633,882
2018,23-Jul-18,13,502.007,895
2018,23-Jul-18,14,523.332,900
2018,23-Jul-18,15,501.759,912
2018,23-Jul-18,16,466.504,903
2018,23-Jul-18,17,370.4,887
2018,23-Jul-18,18,238.02,846
2018,23-Jul-18,19,109.319,762
2018,23-Jul-18,20,23.992,655
2018,23-Jul-18,21,0.518,14
2018,23-Jul-18,22,,
2018,23-Jul-18,23,,
2018,23-Jul-18,24,,
2018,24-Jul-18,1,,
2018,24-Jul-18,2,,
2018,24-Jul-18,3,,
2018,24-Jul-18,4,,
2018,24-Jul-18,5,,
2018,24-Jul-18,6,0.781,80
2018,24-Jul-18,7,28.304,649
2018,24-Jul-18,8,110.552,712
2018,24-Jul-18,9,252.733,804
2018,24-Jul-18,10,427.485,878
2018,24-Jul-18,11,537.129,913
2018,24-Jul-18,12,577.767,923
2018,24-Jul-18,13,610.462,928
2018,24-Jul-18,14,587.622,927
2018,24-Jul-18,15,547.738,917
2018,24-Jul-18,16,515.397,915
2018,24-Jul-18,17,410.534,891
2018,24-Jul-18,18,248.264,846
2018,24-Jul-18,19,106.134,760
2018,24-Jul-18,20,21.472,645
2018,24-Jul-18,21,0.52,11
2018,24-Jul-18,22,,
2018,24-Jul-18,23,,
2018,24-Jul-18,24,,
2018,25-Jul-18,1,,
2018,25-Jul-18,2,,
2018,25-Jul-18,3,,
2018,25-Jul-18,4,,
2018,25-Jul-18,5,,
2018,25-Jul-18,6,0.909,110
2018,25-Jul-18,7,33.129,651
2018,25-Jul-18,8,123.009,736
2018,25-Jul-18,9,260.175,815
2018,25-Jul-18,10,371.269,859
2018,25-Jul-18,11,412.478,875
2018,25-Jul-18,12,428.87,873
2018,25-Jul-18,13,400.182,881
2018,25-Jul-18,14,357.305,841
2018,25-Jul-18,15,284.262,819
2018,25-Jul-18,16,240.248,797
2018,25-Jul-18,17,198.79,776
2018,25-Jul-18,18,141.324,758
2018,25-Jul-18,19,60.469,706
2018,25-Jul-18,20,8.881,593
2018,25-Jul-18,21,0.514,7
2018,25-Jul-18,22,,
2018,25-Jul-18,23,,
2018,25-Jul-18,24,,
2018,26-Jul-18,1,,
2018,26-Jul-18,2,,
2018,26-Jul-18,3,,
2018,26-Jul-18,4,,
2018,26-Jul-18,5,,
2018,26-Jul-18,6,0.666,22
2018,26-Jul-18,7,18.024,609
2018,26-Jul-18,8,81.934,695
2018,26-Jul-18,9,163.202,766
2018,26-Jul-18,10,261.628,806
2018,26-Jul-18,11,356.328,859
2018,26-Jul-18,12,433.215,882
2018,26-Jul-18,13,435.239,879
2018,26-Jul-18,14,388.751,865
2018,26-Jul-18,15,371.589,862
2018,26-Jul-18,16,309.606,830
2018,26-Jul-18,17,306.577,814
2018,26-Jul-18,18,241.32,843
2018,26-Jul-18,19,107.369,772
2018,26-Jul-18,20,23.966,657
2018,26-Jul-18,21,0.591,31
2018,26-Jul-18,22,,
2018,26-Jul-18,23,,
2018,26-Jul-18,24,,
2018,27-Jul-18,1,,
2018,27-Jul-18,2,,
2018,27-Jul-18,3,,
2018,27-Jul-18,4,,
2018,27-Jul-18,5,,
2018,27-Jul-18,6,0.717,71
2018,27-Jul-18,7,30.559,662
2018,27-Jul-18,8,126.013,745
2018,27-Jul-18,9,316.769,873
2018,27-Jul-18,10,525.224,940
2018,27-Jul-18,11,656.497,960
2018,27-Jul-18,12,700.7,963
2018,27-Jul-18,13,714.586,967
2018,27-Jul-18,14,687.783,966
2018,27-Jul-18,15,633.789,950
2018,27-Jul-18,16,536.214,929
2018,27-Jul-18,17,362.852,887
2018,27-Jul-18,18,212.74,835
2018,27-Jul-18,19,84.785,733
2018,27-Jul-18,20,20.064,564
2018,27-Jul-18,21,0.234,9
2018,27-Jul-18,22,,
2018,27-Jul-18,23,,
2018,27-Jul-18,24,,
2018,28-Jul-18,1,,
2018,28-Jul-18,2,,
2018,28-Jul-18,3,,
2018,28-Jul-18,4,,
2018,28-Jul-18,5,,
2018,28-Jul-18,6,0.455,79
2018,28-Jul-18,7,34.699,690
2018,28-Jul-18,8,132.776,832
2018,28-Jul-18,9,313.452,956
2018,28-Jul-18,10,480.245,993
2018,28-Jul-18,11,629.771,1009
2018,28-Jul-18,12,666.109,1017
2018,28-Jul-18,13,686.323,1016
2018,28-Jul-18,14,649.599,1012
2018,28-Jul-18,15,610.944,1011
2018,28-Jul-18,16,509.624,986
2018,28-Jul-18,17,349.148,932
2018,28-Jul-18,18,187.054,859
2018,28-Jul-18,19,92.928,790
2018,28-Jul-18,20,33.758,684
2018,28-Jul-18,21,0.533,85
2018,28-Jul-18,22,,
2018,28-Jul-18,23,,
2018,28-Jul-18,24,,
2018,29-Jul-18,1,,
2018,29-Jul-18,2,,
2018,29-Jul-18,3,,
2018,29-Jul-18,4,,
2018,29-Jul-18,5,,
2018,29-Jul-18,6,0.543,89
2018,29-Jul-18,7,33.329,714
2018,29-Jul-18,8,162.144,919
2018,29-Jul-18,9,371.694,998
2018,29-Jul-18,10,537.414,1030
2018,29-Jul-18,11,640.573,1043
2018,29-Jul-18,12,677.317,1040
2018,29-Jul-18,13,647.873,1035
2018,29-Jul-18,14,634.327,1031
2018,29-Jul-18,15,602.755,1024
2018,29-Jul-18,16,545.64,1016
2018,29-Jul-18,17,448.631,994
2018,29-Jul-18,18,297.386,952
2018,29-Jul-18,19,116.81,830
2018,29-Jul-18,20,19.201,665
2018,29-Jul-18,21,0.248,13
2018,29-Jul-18,22,,
2018,29-Jul-18,23,,
2018,29-Jul-18,24,,
2018,30-Jul-18,1,,
2018,30-Jul-18,2,,
2018,30-Jul-18,3,,
2018,30-Jul-18,4,,
2018,30-Jul-18,5,,
2018,30-Jul-18,6,0.86,169
2018,30-Jul-18,7,37.876,681
2018,30-Jul-18,8,160.165,786
2018,30-Jul-18,9,361.946,891
2018,30-Jul-18,10,529.247,930
2018,30-Jul-18,11,655.314,953
2018,30-Jul-18,12,690.126,970
2018,30-Jul-18,13,609.194,944
2018,30-Jul-18,14,565,939
2018,30-Jul-18,15,424.943,893
2018,30-Jul-18,16,318.392,852
2018,30-Jul-18,17,237.545,808
2018,30-Jul-18,18,156.65,794
2018,30-Jul-18,19,71.125,724
2018,30-Jul-18,20,14.651,632
2018,30-Jul-18,21,0.236,10
2018,30-Jul-18,22,,
2018,30-Jul-18,23,,
2018,30-Jul-18,24,,
2018,31-Jul-18,1,,
2018,31-Jul-18,2,,
2018,31-Jul-18,3,,
2018,31-Jul-18,4,,
2018,31-Jul-18,5,,
2018,31-Jul-18,6,0.503,99
2018,31-Jul-18,7,35.951,677
2018,31-Jul-18,8,143.555,769
2018,31-Jul-18,9,309.084,867
2018,31-Jul-18,10,511.227,934
2018,31-Jul-18,11,658.706,965
2018,31-Jul-18,12,704.942,976
2018,31-Jul-18,13,730.626,973
2018,31-Jul-18,14,717.951,970
2018,31-Jul-18,15,703.498,967
2018,31-Jul-18,16,607.412,941
2018,31-Jul-18,17,480.241,923
2018,31-Jul-18,18,294.22,870
2018,31-Jul-18,19,107.261,769
2018,31-Jul-18,20,19.19,655
2018,31-Jul-18,21,0.237,10
2018,31-Jul-18,22,,
2018,31-Jul-18,23,,
2018,31-Jul-18,24,,
2018,1-Aug-18,1,,
2018,1-Aug-18,2,,
2018,1-Aug-18,3,,
2018,1-Aug-18,4,,
2018,1-Aug-18,5,,
2018,1-Aug-18,6,0.525,75
2018,1-Aug-18,7,29.952,663
2018,1-Aug-18,8,99.753,705
2018,1-Aug-18,9,189.973,775
2018,1-Aug-18,10,248.152,806
2018,1-Aug-18,11,258.26,794
2018,1-Aug-18,12,242.004,788
2018,1-Aug-18,13,248.317,791
2018,1-Aug-18,14,267.812,813
2018,1-Aug-18,15,304.001,811
2018,1-Aug-18,16,259.922,807
2018,1-Aug-18,17,180.887,784
2018,1-Aug-18,18,148.23,775
2018,1-Aug-18,19,78.395,735
2018,1-Aug-18,20,12.88,615
2018,1-Aug-18,21,0.235,10
2018,1-Aug-18,22,,
2018,1-Aug-18,23,,
2018,1-Aug-18,24,,
2018,2-Aug-18,1,,
2018,2-Aug-18,2,,
2018,2-Aug-18,3,,
2018,2-Aug-18,4,,
2018,2-Aug-18,5,,
2018,2-Aug-18,6,0.356,27
2018,2-Aug-18,7,25.591,646
2018,2-Aug-18,8,124.941,747
2018,2-Aug-18,9,307.644,844
2018,2-Aug-18,10,523.302,917
2018,2-Aug-18,11,679.844,946
2018,2-Aug-18,12,746.672,958
2018,2-Aug-18,13,751.542,962
2018,2-Aug-18,14,703.691,948
2018,2-Aug-18,15,614.584,921
2018,2-Aug-18,16,544.043,913
2018,2-Aug-18,17,370.792,871
2018,2-Aug-18,18,146.133,746
2018,2-Aug-18,19,46.592,600
2018,2-Aug-18,20,15.842,499
2018,2-Aug-18,21,0.285,31
2018,2-Aug-18,22,,
2018,2-Aug-18,23,,
2018,2-Aug-18,24,,
2018,3-Aug-18,1,,
2018,3-Aug-18,2,,
2018,3-Aug-18,3,,
2018,3-Aug-18,4,,
2018,3-Aug-18,5,,
2018,3-Aug-18,6,0.265,26
2018,3-Aug-18,7,20.963,634
2018,3-Aug-18,8,103.403,713
2018,3-Aug-18,9,218.361,803
2018,3-Aug-18,10,325.644,856
2018,3-Aug-18,11,460.091,895
2018,3-Aug-18,12,550.272,931
2018,3-Aug-18,13,562.481,920
2018,3-Aug-18,14,576.159,926
2018,3-Aug-18,15,563.404,929
2018,3-Aug-18,16,538.027,931
2018,3-Aug-18,17,399.622,906
2018,3-Aug-18,18,205.212,812
2018,3-Aug-18,19,50.287,668
2018,3-Aug-18,20,7.551,444
2018,3-Aug-18,21,0.072,9
2018,3-Aug-18,22,,
2018,3-Aug-18,23,,
2018,3-Aug-18,24,,
2018,4-Aug-18,1,,
2018,4-Aug-18,2,,
2018,4-Aug-18,3,,
2018,4-Aug-18,4,,
2018,4-Aug-18,5,,
2018,4-Aug-18,6,0.264,62
2018,4-Aug-18,7,33.647,664
2018,4-Aug-18,8,121.512,811
2018,4-Aug-18,9,188.017,839
2018,4-Aug-18,10,179.928,807
2018,4-Aug-18,11,136.052,737
2018,4-Aug-18,12,140.136,761
2018,4-Aug-18,13,149.517,788
2018,4-Aug-18,14,220.907,831
