year,local_day,local_hour_end,tot_wind_mwh,_FREQ_
2018,5-Apr-18,11,872.819,54
2018,5-Apr-18,12,876.197,54
2018,5-Apr-18,13,848.245,56
2018,5-Apr-18,14,847.895,59
2018,5-Apr-18,15,859.86,59
2018,5-Apr-18,16,858.957,60
2018,5-Apr-18,17,842.233,58
2018,5-Apr-18,18,849.079,58
2018,5-Apr-18,19,847.673,58
2018,5-Apr-18,20,804.146,56
2018,5-Apr-18,21,829.29,54
2018,5-Apr-18,22,827.679,53
2018,5-Apr-18,23,769.442,53
2018,5-Apr-18,24,683.727,52
2018,6-Apr-18,01,673.589,51
2018,6-Apr-18,02,637.233,50
2018,6-Apr-18,03,572.841,47
2018,6-Apr-18,04,432.679,44
2018,6-Apr-18,05,399.945,44
2018,6-Apr-18,06,311.906,45
2018,6-Apr-18,07,292.178,46
2018,6-Apr-18,08,303.695,45
2018,6-Apr-18,09,226.04,45
2018,6-Apr-18,10,297.42,48
2018,6-Apr-18,11,404.231,51
2018,6-Apr-18,12,522.911,52
2018,6-Apr-18,13,568.704,51
2018,6-Apr-18,14,579.418,51
2018,6-Apr-18,15,588.936,51
2018,6-Apr-18,16,606.521,49
2018,6-Apr-18,17,612.216,53
2018,6-Apr-18,18,573.551,53
2018,6-Apr-18,19,435.952,54
2018,6-Apr-18,20,360.964,49
2018,6-Apr-18,21,335.994,48
2018,6-Apr-18,22,369.896,51
2018,6-Apr-18,23,370.161,49
2018,6-Apr-18,24,338.895,48
2018,7-Apr-18,01,319.662,44
2018,7-Apr-18,02,286.037,46
2018,7-Apr-18,03,328.121,47
2018,7-Apr-18,04,418.582,45
2018,7-Apr-18,05,447.64,44
2018,7-Apr-18,06,519.031,48
2018,7-Apr-18,07,584.565,48
2018,7-Apr-18,08,644.8,50
2018,7-Apr-18,09,721.232,53
2018,7-Apr-18,10,731.908,57
2018,7-Apr-18,11,797.237,57
2018,7-Apr-18,12,868.591,55
2018,7-Apr-18,13,853.349,56
2018,7-Apr-18,14,804.745,56
2018,7-Apr-18,15,761.105,57
2018,7-Apr-18,16,707.974,58
2018,7-Apr-18,17,669.232,57
2018,7-Apr-18,18,624.67,55
2018,7-Apr-18,19,570.113,53
2018,7-Apr-18,20,489.037,51
2018,7-Apr-18,21,516.857,52
2018,7-Apr-18,22,553.133,51
2018,7-Apr-18,23,602.433,54
2018,7-Apr-18,24,603.83,54
2018,8-Apr-18,01,547.606,51
2018,8-Apr-18,02,427.004,50
2018,8-Apr-18,03,357.125,48
2018,8-Apr-18,04,313.08,47
2018,8-Apr-18,05,263.689,49
2018,8-Apr-18,06,256.521,47
2018,8-Apr-18,07,345.361,46
2018,8-Apr-18,08,291.762,44
2018,8-Apr-18,09,121.339,44
2018,8-Apr-18,10,105.258,45
2018,8-Apr-18,11,94.693,49
2018,8-Apr-18,12,95.515,49
2018,8-Apr-18,13,109.392,51
2018,8-Apr-18,14,142.059,52
2018,8-Apr-18,15,221.265,52
2018,8-Apr-18,16,343.06,53
2018,8-Apr-18,17,434.078,52
2018,8-Apr-18,18,553.694,52
2018,8-Apr-18,19,584.759,51
2018,8-Apr-18,20,556.329,45
2018,8-Apr-18,21,626.12,54
2018,8-Apr-18,22,675.351,54
2018,8-Apr-18,23,621.763,55
2018,8-Apr-18,24,569.357,55
2018,9-Apr-18,01,525.693,50
2018,9-Apr-18,02,506.999,50
2018,9-Apr-18,03,548.996,49
2018,9-Apr-18,04,535.377,50
2018,9-Apr-18,05,623.577,51
2018,9-Apr-18,06,694.998,52
2018,9-Apr-18,07,721.241,51
2018,9-Apr-18,08,819.589,50
2018,9-Apr-18,09,871.252,55
2018,9-Apr-18,10,845.598,55
2018,9-Apr-18,11,831.209,54
2018,9-Apr-18,12,819.187,54
2018,9-Apr-18,13,807.266,54
2018,9-Apr-18,14,725.683,54
2018,9-Apr-18,15,715.741,54
2018,9-Apr-18,16,710.364,53
2018,9-Apr-18,17,713.523,52
2018,9-Apr-18,18,669.55,50
2018,9-Apr-18,19,553.118,43
2018,9-Apr-18,20,389.498,39
2018,9-Apr-18,21,375.848,39
2018,9-Apr-18,22,335.308,38
2018,9-Apr-18,23,308.483,35
2018,9-Apr-18,24,234.283,36
2018,10-Apr-18,01,167.3,30
2018,10-Apr-18,02,128.677,31
2018,10-Apr-18,03,117.719,30
2018,10-Apr-18,04,98.125,28
2018,10-Apr-18,05,68.031,29
2018,10-Apr-18,06,63.78,32
2018,10-Apr-18,07,62.145,35
2018,10-Apr-18,08,45.489,29
2018,10-Apr-18,09,12.767,25
2018,10-Apr-18,10,5.914,17
2018,10-Apr-18,11,3.687,20
2018,10-Apr-18,12,10.133,29
2018,10-Apr-18,13,21.398,31
2018,10-Apr-18,14,31.346,26
2018,10-Apr-18,15,40.605,33
2018,10-Apr-18,16,53.016,34
2018,10-Apr-18,17,58.56,36
2018,10-Apr-18,18,51.862,32
2018,10-Apr-18,19,59.901,33
2018,10-Apr-18,20,75.702,25
2018,10-Apr-18,21,78.598,27
2018,10-Apr-18,22,82.393,25
2018,10-Apr-18,23,96.217,26
2018,10-Apr-18,24,133.875,27
2018,11-Apr-18,01,137.157,34
2018,11-Apr-18,02,138.669,38
2018,11-Apr-18,03,161.733,36
2018,11-Apr-18,04,172.902,35
2018,11-Apr-18,05,176.073,31
2018,11-Apr-18,06,127.627,26
2018,11-Apr-18,07,76.718,26
2018,11-Apr-18,08,32.135,19
2018,11-Apr-18,09,5.351,14
2018,11-Apr-18,10,3.293,12
2018,11-Apr-18,11,12.092,20
2018,11-Apr-18,12,31.286,36
2018,11-Apr-18,13,64.318,46
2018,11-Apr-18,14,109.937,51
2018,11-Apr-18,15,127.407,52
2018,11-Apr-18,16,134.285,56
2018,11-Apr-18,17,151.286,53
2018,11-Apr-18,18,145.347,56
2018,11-Apr-18,19,148.208,56
2018,11-Apr-18,20,171.341,50
2018,11-Apr-18,21,242.913,53
2018,11-Apr-18,22,300.939,53
2018,11-Apr-18,23,288.328,53
2018,11-Apr-18,24,316.722,53
2018,12-Apr-18,01,313.534,53
2018,12-Apr-18,02,275.463,51
2018,12-Apr-18,03,233.773,51
2018,12-Apr-18,04,190.928,47
2018,12-Apr-18,05,193.551,48
2018,12-Apr-18,06,196.482,48
2018,12-Apr-18,07,165.176,46
2018,12-Apr-18,08,96.684,47
2018,12-Apr-18,09,34.431,41
2018,12-Apr-18,10,30.78,31
2018,12-Apr-18,11,34.811,33
2018,12-Apr-18,12,58.785,45
2018,12-Apr-18,13,119.157,50
2018,12-Apr-18,14,184.795,53
2018,12-Apr-18,15,264.489,56
2018,12-Apr-18,16,329.88,57
2018,12-Apr-18,17,439.241,58
2018,12-Apr-18,18,571.726,53
2018,12-Apr-18,19,645.067,55
2018,12-Apr-18,20,710.423,55
2018,12-Apr-18,21,714.96,54
2018,12-Apr-18,22,684.209,57
2018,12-Apr-18,23,618.418,55
2018,12-Apr-18,24,552.446,59
2018,13-Apr-18,01,571.729,59
2018,13-Apr-18,02,572.836,59
2018,13-Apr-18,03,566.293,58
2018,13-Apr-18,04,607.748,58
2018,13-Apr-18,05,641.635,57
2018,13-Apr-18,06,686.034,55
2018,13-Apr-18,07,711.261,54
2018,13-Apr-18,08,698.648,54
2018,13-Apr-18,09,653.905,52
2018,13-Apr-18,10,595.017,51
2018,13-Apr-18,11,468.066,50
2018,13-Apr-18,12,347.134,49
2018,13-Apr-18,13,282.967,47
2018,13-Apr-18,14,275.771,45
2018,13-Apr-18,15,259.926,42
2018,13-Apr-18,16,251.568,43
2018,13-Apr-18,17,292.25,49
2018,13-Apr-18,18,232.889,47
2018,13-Apr-18,19,155.38,38
2018,13-Apr-18,20,124.543,40
2018,13-Apr-18,21,144.675,40
2018,13-Apr-18,22,182.668,42
2018,13-Apr-18,23,171.306,47
2018,13-Apr-18,24,193.539,45
2018,14-Apr-18,01,231.389,44
2018,14-Apr-18,02,226.616,41
2018,14-Apr-18,03,241.111,42
2018,14-Apr-18,04,246.618,42
2018,14-Apr-18,05,316.4,45
2018,14-Apr-18,06,439.186,43
2018,14-Apr-18,07,489.452,47
2018,14-Apr-18,08,538.922,47
2018,14-Apr-18,09,573.461,47
2018,14-Apr-18,10,591.587,52
2018,14-Apr-18,11,565.542,51
2018,14-Apr-18,12,572.89,53
2018,14-Apr-18,13,572.214,54
2018,14-Apr-18,14,580.317,56
2018,14-Apr-18,15,535.374,56
2018,14-Apr-18,16,489.87,61
2018,14-Apr-18,17,514.023,62
2018,14-Apr-18,18,563.252,62
2018,14-Apr-18,19,451.55,60
2018,14-Apr-18,20,351.78,60
2018,14-Apr-18,21,318.201,59
2018,14-Apr-18,22,320.511,57
2018,14-Apr-18,23,344.13,57
2018,14-Apr-18,24,316.924,57
2018,15-Apr-18,01,327.089,57
2018,15-Apr-18,02,272.594,53
2018,15-Apr-18,03,238.36,53
2018,15-Apr-18,04,238.772,56
2018,15-Apr-18,05,248.269,57
2018,15-Apr-18,06,248.395,57
2018,15-Apr-18,07,272.52,57
2018,15-Apr-18,08,314.07,59
2018,15-Apr-18,09,279.538,59
2018,15-Apr-18,10,214.991,59
2018,15-Apr-18,11,200.714,59
2018,15-Apr-18,12,187.48,60
2018,15-Apr-18,13,183.807,60
2018,15-Apr-18,14,167.962,57
2018,15-Apr-18,15,152.894,58
2018,15-Apr-18,16,169.134,58
2018,15-Apr-18,17,209.754,58
2018,15-Apr-18,18,222.897,55
2018,15-Apr-18,19,254.321,54
2018,15-Apr-18,20,311.14,47
2018,15-Apr-18,21,348.86,50
2018,15-Apr-18,22,410.013,52
2018,15-Apr-18,23,462.191,52
2018,15-Apr-18,24,504.86,53
2018,16-Apr-18,01,523.392,51
2018,16-Apr-18,02,505.323,50
2018,16-Apr-18,03,504.55,49
2018,16-Apr-18,04,502.977,49
2018,16-Apr-18,05,517.352,50
2018,16-Apr-18,06,514.71,47
2018,16-Apr-18,07,532.602,45
2018,16-Apr-18,08,543.306,48
2018,16-Apr-18,09,433.313,49
2018,16-Apr-18,10,395.036,48
2018,16-Apr-18,11,361.592,48
2018,16-Apr-18,12,387.529,49
2018,16-Apr-18,13,400.722,49
2018,16-Apr-18,14,443.493,51
2018,16-Apr-18,15,445.176,51
2018,16-Apr-18,16,433.538,53
2018,16-Apr-18,17,491.997,51
2018,16-Apr-18,18,551.971,50
2018,16-Apr-18,19,572.505,49
2018,16-Apr-18,20,575.367,46
2018,16-Apr-18,21,526.136,48
2018,16-Apr-18,22,490.241,47
2018,16-Apr-18,23,403.96,43
2018,16-Apr-18,24,431.135,43
2018,17-Apr-18,01,435.26,46
2018,17-Apr-18,02,439.942,45
2018,17-Apr-18,03,434.91,44
2018,17-Apr-18,04,464.413,45
2018,17-Apr-18,05,507.424,45
2018,17-Apr-18,06,451.396,45
2018,17-Apr-18,07,404.492,47
2018,17-Apr-18,08,332.997,47
2018,17-Apr-18,09,306.518,51
2018,17-Apr-18,10,326.86,50
2018,17-Apr-18,11,333.378,51
2018,17-Apr-18,12,326.933,50
2018,17-Apr-18,13,313.075,55
2018,17-Apr-18,14,340.32,56
2018,17-Apr-18,15,386.001,56
2018,17-Apr-18,16,425.927,57
2018,17-Apr-18,17,431.38,55
2018,17-Apr-18,18,494.178,58
2018,17-Apr-18,19,518.429,54
2018,17-Apr-18,20,524.172,49
2018,17-Apr-18,21,566.035,56
2018,17-Apr-18,22,594.118,54
2018,17-Apr-18,23,610.793,54
2018,17-Apr-18,24,616.824,54
2018,18-Apr-18,01,592.328,54
2018,18-Apr-18,02,559.976,54
2018,18-Apr-18,03,557.444,53
2018,18-Apr-18,04,569.748,53
2018,18-Apr-18,05,577.659,55
2018,18-Apr-18,06,580.549,54
2018,18-Apr-18,07,573.1,52
2018,18-Apr-18,08,496.739,52
2018,18-Apr-18,09,443.286,53
2018,18-Apr-18,10,400.896,55
2018,18-Apr-18,11,351.272,56
2018,18-Apr-18,12,361.887,59
2018,18-Apr-18,13,432.005,60
2018,18-Apr-18,14,472.754,59
2018,18-Apr-18,15,555.559,59
2018,18-Apr-18,16,588.579,59
2018,18-Apr-18,17,615.505,58
2018,18-Apr-18,18,628.767,57
2018,18-Apr-18,19,543.722,59
2018,18-Apr-18,20,482.869,51
2018,18-Apr-18,21,459.176,53
2018,18-Apr-18,22,433.46,52
2018,18-Apr-18,23,453.771,53
2018,18-Apr-18,24,360.354,50
2018,19-Apr-18,01,400.904,49
2018,19-Apr-18,02,384.051,47
2018,19-Apr-18,03,340.124,43
2018,19-Apr-18,04,261.625,36
2018,19-Apr-18,05,194.815,32
2018,19-Apr-18,06,215.117,36
2018,19-Apr-18,07,243.175,36
2018,19-Apr-18,08,220.737,36
2018,19-Apr-18,09,171.842,33
2018,19-Apr-18,10,129.658,31
2018,19-Apr-18,11,93.642,31
2018,19-Apr-18,12,54.618,35
2018,19-Apr-18,13,46.673,28
2018,19-Apr-18,14,68.851,32
2018,19-Apr-18,15,95.62,33
2018,19-Apr-18,16,121.246,36
2018,19-Apr-18,17,170.241,43
2018,19-Apr-18,18,209.209,40
2018,19-Apr-18,19,198.193,42
2018,19-Apr-18,20,217.888,45
2018,19-Apr-18,21,276.901,52
2018,19-Apr-18,22,350.529,55
2018,19-Apr-18,23,404.315,58
2018,19-Apr-18,24,452.695,58
2018,20-Apr-18,01,451.702,55
2018,20-Apr-18,02,455.396,54
2018,20-Apr-18,03,470.68,56
2018,20-Apr-18,04,492.127,54
2018,20-Apr-18,05,538.443,54
2018,20-Apr-18,06,526.133,55
2018,20-Apr-18,07,551.524,54
2018,20-Apr-18,08,569.721,58
2018,20-Apr-18,09,605.494,61
2018,20-Apr-18,10,606.815,60
2018,20-Apr-18,11,631.718,62
2018,20-Apr-18,12,666.983,62
2018,20-Apr-18,13,659.119,62
2018,20-Apr-18,14,615.266,61
2018,20-Apr-18,15,621.123,60
2018,20-Apr-18,16,636.62,60
2018,20-Apr-18,17,650.656,64
2018,20-Apr-18,18,595.949,63
2018,20-Apr-18,19,579.589,63
2018,20-Apr-18,20,581.012,58
2018,20-Apr-18,21,638.862,60
2018,20-Apr-18,22,606.115,61
2018,20-Apr-18,23,558.636,58
2018,20-Apr-18,24,542.599,55
2018,21-Apr-18,01,482.902,51
2018,21-Apr-18,02,483.035,52
2018,21-Apr-18,03,428.308,52
2018,21-Apr-18,04,420.235,54
2018,21-Apr-18,05,472.31,55
2018,21-Apr-18,06,461.355,55
2018,21-Apr-18,07,488.976,55
2018,21-Apr-18,08,419.3,54
2018,21-Apr-18,09,425.148,57
2018,21-Apr-18,10,554.56,57
2018,21-Apr-18,11,692.866,59
2018,21-Apr-18,12,730.519,59
2018,21-Apr-18,13,728.791,57
2018,21-Apr-18,14,722.775,58
2018,21-Apr-18,15,695.016,57
2018,21-Apr-18,16,760.563,56
2018,21-Apr-18,17,756.578,58
2018,21-Apr-18,18,695.182,59
2018,21-Apr-18,19,627.908,55
2018,21-Apr-18,20,567.72,51
2018,21-Apr-18,21,552.089,51
2018,21-Apr-18,22,526.946,49
2018,21-Apr-18,23,554.214,50
2018,21-Apr-18,24,487.38,52
2018,22-Apr-18,01,492.086,51
2018,22-Apr-18,02,430.093,47
2018,22-Apr-18,03,432.726,48
2018,22-Apr-18,04,371.112,51
2018,22-Apr-18,05,363.807,52
2018,22-Apr-18,06,369.276,52
2018,22-Apr-18,07,376.543,51
2018,22-Apr-18,08,289.875,53
2018,22-Apr-18,09,251.558,53
2018,22-Apr-18,10,368.532,52
2018,22-Apr-18,11,452.292,56
2018,22-Apr-18,12,391.706,58
2018,22-Apr-18,13,412.536,57
2018,22-Apr-18,14,440.738,56
2018,22-Apr-18,15,477.577,56
2018,22-Apr-18,16,462.799,58
2018,22-Apr-18,17,497.403,57
2018,22-Apr-18,18,517.179,55
2018,22-Apr-18,19,423.86,52
2018,22-Apr-18,20,355.981,50
2018,22-Apr-18,21,362.391,47
2018,22-Apr-18,22,390.769,47
2018,22-Apr-18,23,358.516,47
2018,22-Apr-18,24,307.845,45
2018,23-Apr-18,01,282.161,46
2018,23-Apr-18,02,250.197,47
2018,23-Apr-18,03,241.72,48
2018,23-Apr-18,04,249.998,49
2018,23-Apr-18,05,179.214,45
2018,23-Apr-18,06,121.604,44
2018,23-Apr-18,07,109.629,40
2018,23-Apr-18,08,91.583,41
2018,23-Apr-18,09,59.926,40
2018,23-Apr-18,10,52.344,33
2018,23-Apr-18,11,75.921,35
2018,23-Apr-18,12,82.409,35
2018,23-Apr-18,13,72.242,41
2018,23-Apr-18,14,66.667,43
2018,23-Apr-18,15,80.179,44
2018,23-Apr-18,16,73.487,46
2018,23-Apr-18,17,67.164,50
2018,23-Apr-18,18,63.712,52
2018,23-Apr-18,19,92.357,52
2018,23-Apr-18,20,154.899,52
2018,23-Apr-18,21,301.968,53
2018,23-Apr-18,22,486.489,55
2018,23-Apr-18,23,511.054,54
2018,23-Apr-18,24,429.663,55
2018,24-Apr-18,01,401.814,52
2018,24-Apr-18,02,395.581,53
2018,24-Apr-18,03,440.654,53
2018,24-Apr-18,04,439.596,50
2018,24-Apr-18,05,420.744,52
2018,24-Apr-18,06,450.482,52
2018,24-Apr-18,07,438.246,52
2018,24-Apr-18,08,396.875,53
2018,24-Apr-18,09,276.633,53
2018,24-Apr-18,10,197.151,54
2018,24-Apr-18,11,185.936,53
2018,24-Apr-18,12,178.356,54
2018,24-Apr-18,13,203.846,55
2018,24-Apr-18,14,230.976,56
2018,24-Apr-18,15,314.853,58
2018,24-Apr-18,16,392.286,57
2018,24-Apr-18,17,424.953,56
2018,24-Apr-18,18,456.63,57
2018,24-Apr-18,19,454.85,54
2018,24-Apr-18,20,464.328,51
2018,24-Apr-18,21,450.381,53
2018,24-Apr-18,22,464.752,51
2018,24-Apr-18,23,522.215,48
2018,24-Apr-18,24,518.938,47
2018,25-Apr-18,01,508.656,47
2018,25-Apr-18,02,487.561,48
2018,25-Apr-18,03,398.225,48
2018,25-Apr-18,04,455.273,48
2018,25-Apr-18,05,491.429,48
2018,25-Apr-18,06,493.34,47
2018,25-Apr-18,07,447.551,45
2018,25-Apr-18,08,498.599,46
2018,25-Apr-18,09,454.982,47
2018,25-Apr-18,10,406.592,49
2018,25-Apr-18,11,411.289,49
2018,25-Apr-18,12,444.171,54
2018,25-Apr-18,13,482.031,54
2018,25-Apr-18,14,485.365,54
2018,25-Apr-18,15,505.616,55
2018,25-Apr-18,16,512.646,54
2018,25-Apr-18,17,511.861,53
2018,25-Apr-18,18,599.284,55
2018,25-Apr-18,19,641.059,52
2018,25-Apr-18,20,676.028,50
2018,25-Apr-18,21,678.856,50
2018,25-Apr-18,22,744.787,51
2018,25-Apr-18,23,712.981,50
2018,25-Apr-18,24,656.64,48
2018,26-Apr-18,01,444.346,45
2018,26-Apr-18,02,446.753,43
2018,26-Apr-18,03,478.183,45
2018,26-Apr-18,04,434.801,44
2018,26-Apr-18,05,367.911,41
2018,26-Apr-18,06,337.468,43
2018,26-Apr-18,07,286.121,46
2018,26-Apr-18,08,260.54,48
2018,26-Apr-18,09,279.163,46
2018,26-Apr-18,10,254.198,49
2018,26-Apr-18,11,215.857,50
2018,26-Apr-18,12,224.858,52
2018,26-Apr-18,13,262.213,55
2018,26-Apr-18,14,329.732,56
2018,26-Apr-18,15,414.855,59
2018,26-Apr-18,16,487.532,62
2018,26-Apr-18,17,544.581,61
2018,26-Apr-18,18,628.536,59
2018,26-Apr-18,19,731.04,57
2018,26-Apr-18,20,763.56,56
2018,26-Apr-18,21,799.848,55
2018,26-Apr-18,22,852.619,55
2018,26-Apr-18,23,819.486,57
2018,26-Apr-18,24,776.492,56
2018,27-Apr-18,01,779.351,55
2018,27-Apr-18,02,636.717,51
2018,27-Apr-18,03,629.892,50
2018,27-Apr-18,04,566.56,46
2018,27-Apr-18,05,441.509,42
2018,27-Apr-18,06,355.111,33
2018,27-Apr-18,07,258.455,31
2018,27-Apr-18,08,86.021,29
2018,27-Apr-18,09,40.831,24
2018,27-Apr-18,10,15.848,22
2018,27-Apr-18,11,29.285,37
2018,27-Apr-18,12,61.068,43
2018,27-Apr-18,13,92.111,46
2018,27-Apr-18,14,135.712,48
2018,27-Apr-18,15,162.931,48
2018,27-Apr-18,16,150.03,49
2018,27-Apr-18,17,163.938,45
2018,27-Apr-18,18,160.115,50
2018,27-Apr-18,19,86.707,39
2018,27-Apr-18,20,106.993,41
2018,27-Apr-18,21,139.393,40
2018,27-Apr-18,22,141.905,40
2018,27-Apr-18,23,115.522,34
2018,27-Apr-18,24,87.141,30
2018,28-Apr-18,01,62.752,32
2018,28-Apr-18,02,57.886,28
2018,28-Apr-18,03,62.745,29
2018,28-Apr-18,04,68.492,27
2018,28-Apr-18,05,71.702,32
2018,28-Apr-18,06,54.37,32
2018,28-Apr-18,07,46.94,33
2018,28-Apr-18,08,42.536,38
2018,28-Apr-18,09,41.521,37
2018,28-Apr-18,10,52.775,39
2018,28-Apr-18,11,47.725,47
2018,28-Apr-18,12,51.066,50
2018,28-Apr-18,13,50.871,50
2018,28-Apr-18,14,62.641,54
2018,28-Apr-18,15,70.697,56
2018,28-Apr-18,16,90.358,53
2018,28-Apr-18,17,92.328,54
2018,28-Apr-18,18,78.659,51
2018,28-Apr-18,19,59.302,48
2018,28-Apr-18,20,49.783,48
2018,28-Apr-18,21,94.449,51
2018,28-Apr-18,22,96.718,45
2018,28-Apr-18,23,100.286,48
2018,28-Apr-18,24,94.285,42
2018,29-Apr-18,01,54.115,42
2018,29-Apr-18,02,56.081,36
2018,29-Apr-18,03,54.044,30
2018,29-Apr-18,04,50.852,32
2018,29-Apr-18,05,80.219,42
2018,29-Apr-18,06,137.595,44
2018,29-Apr-18,07,161.298,41
2018,29-Apr-18,08,195.756,43
2018,29-Apr-18,09,210.056,42
2018,29-Apr-18,10,193.688,43
2018,29-Apr-18,11,201.166,46
2018,29-Apr-18,12,206.874,40
2018,29-Apr-18,13,177.484,40
2018,29-Apr-18,14,167.166,51
2018,29-Apr-18,15,157.032,55
2018,29-Apr-18,16,197.67,54
2018,29-Apr-18,17,265.112,54
2018,29-Apr-18,18,305.143,53
2018,29-Apr-18,19,326.421,52
2018,29-Apr-18,20,318.486,50
2018,29-Apr-18,21,388.912,51
2018,29-Apr-18,22,412.586,49
2018,29-Apr-18,23,381.501,50
2018,29-Apr-18,24,334.841,48
2018,30-Apr-18,01,270.935,46
2018,30-Apr-18,02,250.455,45
2018,30-Apr-18,03,176.18,43
2018,30-Apr-18,04,131.875,42
2018,30-Apr-18,05,165.797,43
2018,30-Apr-18,06,221.049,43
2018,30-Apr-18,07,222.98,46
2018,30-Apr-18,08,205.871,45
2018,30-Apr-18,09,200.457,43
2018,30-Apr-18,10,174.115,43
2018,30-Apr-18,11,164.695,45
2018,30-Apr-18,12,136.703,45
2018,30-Apr-18,13,112.773,44
2018,30-Apr-18,14,136.613,44
2018,30-Apr-18,15,144.757,38
2018,30-Apr-18,16,118.571,42
2018,30-Apr-18,17,152.026,40
2018,30-Apr-18,18,176.244,40
2018,30-Apr-18,19,165.37,37
2018,30-Apr-18,20,124.024,34
2018,30-Apr-18,21,97.268,31
2018,30-Apr-18,22,87.507,28
2018,30-Apr-18,23,86.52,28
2018,30-Apr-18,24,61.215,32
2018,1-May-18,01,65.326,35
2018,1-May-18,02,51.971,30
2018,1-May-18,03,62.186,32
2018,1-May-18,04,59.495,38
2018,1-May-18,05,95.946,38
2018,1-May-18,06,91.733,38
2018,1-May-18,07,102.489,44
2018,1-May-18,08,113.493,40
2018,1-May-18,09,99.396,40
2018,1-May-18,10,128.597,43
2018,1-May-18,11,130.713,42
2018,1-May-18,12,157.896,43
2018,1-May-18,13,166.969,47
2018,1-May-18,14,144.375,48
2018,1-May-18,15,99.422,45
2018,1-May-18,16,163.022,47
2018,1-May-18,17,206.699,53
2018,1-May-18,18,227.829,48
2018,1-May-18,19,262.074,44
2018,1-May-18,20,303.244,45
2018,1-May-18,21,334.102,48
2018,1-May-18,22,376.659,48
2018,1-May-18,23,400.222,49
2018,1-May-18,24,429.224,52
2018,2-May-18,01,489.364,52
2018,2-May-18,02,572.141,54
2018,2-May-18,03,623.553,53
2018,2-May-18,04,687.555,55
2018,2-May-18,05,781.933,55
2018,2-May-18,06,817.005,54
2018,2-May-18,07,831.504,52
2018,2-May-18,08,780.444,52
2018,2-May-18,09,652.988,52
2018,2-May-18,10,581.683,52
2018,2-May-18,11,505.816,53
2018,2-May-18,12,492.854,55
2018,2-May-18,13,593.005,54
2018,2-May-18,14,717.886,55
2018,2-May-18,15,793.542,57
2018,2-May-18,16,857.827,59
2018,2-May-18,17,848.532,60
2018,2-May-18,18,862.217,62
2018,2-May-18,19,788.639,61
2018,2-May-18,20,749.399,57
2018,2-May-18,21,673.431,55
2018,2-May-18,22,668.529,56
2018,2-May-18,23,649.306,56
2018,2-May-18,24,659.511,57
2018,3-May-18,01,614.14,54
2018,3-May-18,02,621.08,55
2018,3-May-18,03,616.48,55
2018,3-May-18,04,469.789,54
2018,3-May-18,05,372.511,54
2018,3-May-18,06,319.924,53
2018,3-May-18,07,286.031,51
2018,3-May-18,08,230.693,52
2018,3-May-18,09,177.152,46
2018,3-May-18,10,133.948,46
2018,3-May-18,11,119.79,46
2018,3-May-18,12,135.091,47
2018,3-May-18,13,131.462,47
2018,3-May-18,14,157.727,53
2018,3-May-18,15,222.155,55
2018,3-May-18,16,302.933,49
2018,3-May-18,17,314.4,50
2018,3-May-18,18,354.848,43
2018,3-May-18,19,384.599,43
2018,3-May-18,20,368.279,43
2018,3-May-18,21,351.594,47
2018,3-May-18,22,288.994,49
2018,3-May-18,23,239.279,45
2018,3-May-18,24,236.875,45
2018,4-May-18,01,252.064,48
2018,4-May-18,02,255.255,46
2018,4-May-18,03,230.855,43
2018,4-May-18,04,179.76,43
2018,4-May-18,05,194.119,46
2018,4-May-18,06,177.381,46
2018,4-May-18,07,164.173,45
2018,4-May-18,08,152.57,42
2018,4-May-18,09,117.379,37
2018,4-May-18,10,88.836,33
2018,4-May-18,11,68.08,29
2018,4-May-18,12,45.633,32
2018,4-May-18,13,93.938,36
2018,4-May-18,14,130.442,44
2018,4-May-18,15,205.271,52
2018,4-May-18,16,318.897,57
2018,4-May-18,17,402.041,60
2018,4-May-18,18,513.704,58
2018,4-May-18,19,588.869,58
2018,4-May-18,20,638.706,57
2018,4-May-18,21,715.777,59
2018,4-May-18,22,630.045,56
2018,4-May-18,23,524.014,57
2018,4-May-18,24,416.231,55
2018,5-May-18,01,481.411,52
2018,5-May-18,02,470.496,52
2018,5-May-18,03,517.414,51
2018,5-May-18,04,589.27,54
2018,5-May-18,05,685.565,52
2018,5-May-18,06,727.132,53
2018,5-May-18,07,749.933,53
2018,5-May-18,08,781.977,54
2018,5-May-18,09,775.143,58
2018,5-May-18,10,779.556,57
2018,5-May-18,11,768.603,55
2018,5-May-18,12,780.85,54
2018,5-May-18,13,840.234,55
2018,5-May-18,14,859.933,55
2018,5-May-18,15,843.814,53
2018,5-May-18,16,835.32,54
2018,5-May-18,17,814.21,53
2018,5-May-18,18,723.388,52
2018,5-May-18,19,593.67,50
2018,5-May-18,20,407.45,49
2018,5-May-18,21,382.029,48
2018,5-May-18,22,285.273,48
2018,5-May-18,23,305.785,52
2018,5-May-18,24,401.729,53
2018,6-May-18,01,437.219,51
2018,6-May-18,02,466.13,51
2018,6-May-18,03,514.65,50
2018,6-May-18,04,529.807,51
2018,6-May-18,05,492.625,52
2018,6-May-18,06,435.594,51
2018,6-May-18,07,357.09,49
2018,6-May-18,08,231.732,48
2018,6-May-18,09,157.475,49
2018,6-May-18,10,76.924,41
2018,6-May-18,11,53.031,35
2018,6-May-18,12,45.764,34
2018,6-May-18,13,60.332,34
2018,6-May-18,14,92.111,37
2018,6-May-18,15,118.461,44
